address,cuisine,lat,lon,name,opening_hours,phone,website,wheelchair_accessible
"33c, Holland Street",indian,51.5027731,-0.1939285,Chakra,,+44 20 7229 2115,https://www.chakra.restaurant/,unknown
"23, Kensington Church Street, London, W8 4LF",lebanese,51.5032191,-0.1918064,Randa,,+44 20 7937 5363,https://www.maroush.com/restaurant/maroush-kensington/,unknown
"88, Kensington High Street, London, W8 4SG",italian,51.5017715,-0.1917318,Caffè Concerto,,+44 20 7494 6850,https://www.caffeconcerto.co.uk/l-kensington-italian-restaurant/,unknown
"86, Kensington High Street, London, W8 4SG",lebanese,51.5018137,-0.1916579,Ranoush,,+44 20 7938 2234,https://www.maroush.com/restaurant/ranoush-high-street-kensington/,unknown
"12, Garratt Lane, London",,51.4560199,-0.1928284,Leilani,,,,unknown
"9, Pier Road, London, E16 2JJ",indian;bangladeshi,51.4999156,0.063302,Pier Masala,Mo-Su 17:00-22:30,+44 20 7473 2000,https://piermasala.co.uk/,unknown
"38c, Kensington Church Street",,51.5042625,-0.1928676,Alexandrie,Sa 12:00-22:00; Su 12:00-21:30; We-Fr 18:00-22:00,+44 20 7937 2244,https://www.alexandrie.co.uk/,unknown
"2-4, Boundary Street, London, E2 7JE",,51.5244151,-0.0762622,Rooftop Bar & Grill,,,,unknown
"2-4, Boundary Street, London, E2 7JE",,51.5245986,-0.076281,Wilder Restaurant & Bar,,,,unknown
"20, Kensington Church Street, London, W8 4EP",american,51.5026325,-0.1910993,Dirty Bones Kensington,,+44 20 3019 9061,https://dirty-bones.com/locations/kensington,unknown
"124, Kensington Church Street",,51.5070694,-0.1944858,Clarke's,,+44 20 7221 9225,https://www.sallyclarke.com/restaurant/,unknown
"51, Lamb's Conduit Street, London, WC1N 3NB",,51.5218862,-0.1186609,Noble Rot,Mo-Fr 12:00-23:00,+44 20 7242 8963,https://noblerot.co.uk/,unknown
"54, Lamb's Conduit Street, London",,51.5219396,-0.1184135,Honey & Co.,,,,unknown
"9a, Gloucester Road",thai,51.4989618,-0.1835815,Khobkhun,,+44 20 7584 9514,,unknown
Address not available,greek,51.6342054,-0.1026012,Going Greek,,,https://www.goinggreek.co.uk/,unknown
Address not available,,51.6341417,-0.1022297,Buckle & Vaughan,,+44 20 8886 2981,https://www.buckleandvaughan.com/,unknown
"45, Bank Street, London, E14 5NY",,51.5029277,-0.0178638,Ahi Poke,,,,unknown
"45, Bank Street, London, E14 5NY",,51.5029377,-0.0179389,Paleo Supply,,,,unknown
"57, Gray's Inn Road, London, WC1X 8PP",,51.5222198,-0.1140398,Faros,,,,unknown
"1a, Launceston Place",,51.4991812,-0.1853862,Launceston Place,,+44 20 7937 6912,https://www.launcestonplace-restaurant.co.uk/,unknown
"1d, Palace Gate",,51.5014494,-0.1842516,Le Petit Sud,,,,unknown
"1e, Palace Gate",,51.5013939,-0.1842466,Mr Nico,,,,unknown
"1-2, Twickenham Road, Richmond, TW9 2SE",pizza,51.4647329,-0.301704,L'Arte Della Pizza,,+44 20 8940 5889,,unknown
Address not available,,51.502044,-0.1867471,Cheneston's,,,,unknown
"49, Beckenham Road, Beckenham, BR3 4PR",pizza,51.4084475,-0.038781,Pizzeria San Vito,,+44 20 3759 8956,,unknown
"2, Thackeray Street",italian,51.5004176,-0.1881835,Locanda Ottoemezzo,,,https://www.locandaottoemezzo.org.uk/,unknown
"7, Kensington High Street",mexican,51.5022137,-0.1878736,Lupita,,,http://www.lupita.co.uk/,unknown
"9, Kensington High Street",italian;italian_pizza,51.502225,-0.1879683,Spaghetti House,,,https://www.spaghettihouse.co.uk/restaurants/kensington,unknown
"11, Kensington High Street, London, W8 5NP",barbecue;korean,51.5022317,-0.1880395,HANRUE,Su-We 12:00-23:00; Th-Sa 12:00-01:30,+44 20 7938 2835,https://www.tastykorea.co.uk,unknown
"29, Kensington High Street",persian,51.5022894,-0.1886677,Yas Restaurant,,+44 20 7603 9148,,unknown
"31, Kensington High Street, London, W8 5NP",chinese,51.5022829,-0.1887583,Stick & Bowl,,+44 20 7937 2778,,unknown
"35A, Kensington High Street, London, W8 5BA",italian,51.5021005,-0.1887511,Prezzo,,,https://www.prezzo.co.uk/restaurants/london-kensington/,unknown
"35b, Kensington High Street",latin_american,51.5020523,-0.1889656,Zuaya,,+44 20 7938 3533,https://www.zuaya.co.uk/,unknown
"37-45, Kensington High Street, London, W8 5ED",french,51.502215,-0.1890828,Aubaine,,+44 20 7368 0950,https://aubaine.co.uk/our-restaurants/kensington/,unknown
"9, Young Street, London, W8 5EH",steak_house,51.5017033,-0.1897843,Flat Iron Kensington,,,https://flatironsteak.co.uk/restaurant/kensington/,unknown
"236, Station Road, HA8 7AU",asian,51.6150875,-0.2753361,Zen Buddha,Mo-Th 16:00-21:30; Fr-Su 12:00-21:30,+44 20 8905 3033,https://www.zen-buddha.co.uk/,unknown
"5 Ascot Parade, Clapham Park Road",indian,51.4598671,-0.129576,EN ROOT,,,,unknown
"Coldharbour Lane, London, SW9 8PR",caribbean,51.4621002,-0.1116264,Eat of Eden,Mo 11:00-18:00; Tu-Su 11:00-21:00; Th-Sa 11:00-22:00,,,unknown
"32-64, Lee High Road, London, SE13 5FH",,51.4618784,-0.0076039,Shrooms City,,,,unknown
"118, Cromwell Road",pizza,51.494909,-0.186193,Vecchiomondo,,+44 20 3582 0708,,unknown
"138, Cromwell Road",,51.4948238,-0.1874365,Febe Restaurant,Mo-Th 17:00-23:00; Fr 17:00-23:30+; Sa 12:30-23:30+; Su 12:30-21:30+,,,unknown
Address not available,british,51.5009229,-0.1927674,Bill's,,,,unknown
"191-195, Kensington High Street, London",pizza;burger;sushi;breakfast,51.4998659,-0.1958043,Kensington Quarter,,,,yes
"187, Kensington High Street",,51.4999794,-0.1955693,Balans Soho Society,,+44 20 7376 0115,https://www.balans.co.uk/restaurant/kensington-london/,unknown
"14, Wrights Lane",thai,51.4992962,-0.192639,The Thai Terrace,,+44 20 7938 2227,http://kensingtonthaiterrace.co.uk/,no
"209, Kensington High Street",thai,51.4996124,-0.1966578,Papaya Tree,,+44 20 7937 2260,http://papayatree.co.uk/,unknown
London Bridge Station,,51.5050242,-0.0862519,Redwood Sports Pub & Kitchen,Mo-Sa 11:00-24:00; Su 11:00-23:00,+44 20 3740 4885,https://redwoodsportspub.com/,unknown
"11-13, Abingdon Road",,51.4990782,-0.196904,Kitchen W8,,+44 20 7937 0120,https://www.kitchenw8.com/,unknown
"229-231, Kensington High Street",chicken;portuguese,51.4992694,-0.1975808,Nando's,,+44 20 7937 4888,https://www.nandos.co.uk/restaurants/kensington-high-street,unknown
"54, Abingdon Road",,51.4975787,-0.196173,The Abingdon,,+44 20 7937 3339,https://theabingdon.co.uk/,unknown
"224, Sutton Common Road, Sutton, SM3 9PW",american,51.3793916,-0.2007848,The Plough,,,https://www.harvester.co.uk/restaurants/southeast/theploughsutton,unknown
"277, Kensington High Street",italian,51.4985413,-0.1999695,Il Portico,,+44 20 7602 6262,https://ilportico.co.uk/,unknown
"267, Kensington High Street, London, W8 6NA",italian,51.4986231,-0.1996398,La Palombe,,+44 20 7602 6777,https://www.famigliaportico.co.uk/,unknown
"25, St John's Road, Wembley, HA9 7HU",sri_lankan,51.5535832,-0.2966546,MO'S,,,,unknown
"16, Horner Square, London, E1 6EW",pizza,51.5199239,-0.0753439,Sud Italia,Mo-Fr 11:00-17:00; Sa-Su 10:30-18:00,,http://suditaliapizza.co.uk,unknown
"351, Kensington High Street, London",persian,51.4974306,-0.2032296,Apadana,Mo-Su 11:00-23:00,+44 20 7603 3696,https://www.apadana-restaurant.com/,unknown
"343, Kensington High Street",,51.4975208,-0.202975,Unnamed Restaurant,,,,unknown
Address not available,japanese,51.49674,-0.2051274,Hare and Tortoise,,,,unknown
"82, Pembroke Road",italian,51.494241,-0.2017994,Cacciari's,,+44 20 7603 4448,https://cacciaris.co.uk/,unknown
"152, Warwick Road",persian,51.495127,-0.2030278,Mohsen,,+44 20 7603 9888,,unknown
"260, Pentonville Road",breakfast;regional,51.5310145,-0.1204451,La Valle,,,,unknown
"26, Randlesdown Road, London, SE6 3BT",fish_and_chips;kebab,51.432523,-0.0207353,Bellingham Fish Bar,,,,limited
Address not available,,51.4592584,-0.0337023,L'Oculto Cocina,,,,unknown
Address not available,chinese,51.5623201,-0.1971682,Happy Villa,,,,unknown
Address not available,italian,51.5622166,-0.1971537,Giacomo's,,,,unknown
Address not available,uiyghur,51.5621101,-0.1971566,Etles,,,,unknown
"60, Green Lanes",greek,51.6115561,-0.1090708,Karafaki Taverna,,,,unknown
"277, Holloway Road, London, N7 8FB",chicken;portuguese,51.5521895,-0.1121547,Nando's,Mo-Sa 11:30-22:00; Su 11:45-22:00,+44 20 7697 9788,https://www.nandos.co.uk/restaurants/holloway-road,unknown
"277, Upper Richmond Road, London, SW15 6SP",italian,51.4627801,-0.2262805,La Casa Mia,,,,unknown
"41, Hopewell Square, London, E14 0SY",,51.5130081,0.0065357,The Barre,,+44 20 3633 4777,https://www.thebarre.london/,unknown
"306, Earl's Court Road, London, SW5 9BA",thai,51.4902155,-0.1909976,Raitakrai Thai,"Mo 12:00-15:00, 17:30-22:00; Tu 17:30-22:00; We-Su 12:00-15:00, 17:30-22:30",020 7912 0451,https://raitakraithairestaurant.com/earls-court,unknown
"314, Earl's Court Road",seafood;italian,51.4899277,-0.1907098,Inpescheria Fish Restaurant,,+44 20 3230 3032,http://inpescherialondon.com/,unknown
Address not available,,51.452666,-0.1487287,No 3 at Nightingale Place,,,https://www.no3clapham.co.uk,unknown
Address not available,,51.511001,-0.1300618,Bosporos,,,,unknown
"10, Berkeley Square, London, W1J 6BR",,51.5095415,-0.1445938,Amazonico,,,https://amazonicorestaurant.com/london/,unknown
Address not available,chinese,51.5908507,-0.1553298,Hing Takeaway,,,,unknown
"London, N1C 4DQ",mexican,51.5359613,-0.1268238,El Pastor,,,https://www.tacoselpastor.co.uk,unknown
Address not available,thai,51.4844198,-0.1761916,Busaba,,,,unknown
"63-64, Frith Street, London, W1D 3JW",,51.5143954,-0.132116,Sussex,Tu-Sa 12:00-22:30,,,unknown
Address not available,chinese,51.6097638,-0.1165239,Golden Phoenix,,,,unknown
"12, Green Lanes, London, N13 6JR",italian,51.6085762,-0.1099934,Alba Vita,,,https://albavita.co.uk/,unknown
"4, Green Lanes, London, N13 6JT",turkish,51.6083746,-0.1100832,Meşale Restaurant Meze Bar and Grill,,,,unknown
"87, Myddleton Road, London, N22 8NE",,51.6063403,-0.1173969,Bowes Café & Bistro,,,,unknown
"101, Myddleton Road, London, N22 8NE",,51.6063523,-0.1179656,The Step,,,http://www.thestep.co.uk/,unknown
"117, Myddleton Road, London, N22 8NQ",,51.6063686,-0.1186757,Pierogi,,,,unknown
"143, Myddleton Road, London, N22 8NG",,51.6063977,-0.1196889,Mum's Bistro,,,,unknown
"139, Earl's Court Road",japanese,51.4933166,-0.1943489,Kappa,,+44 20 7244 9196,https://kappasushi.co.uk/,unknown
"151, Earl's Court Road",pizza,51.493013,-0.1940857,Franco Manca,,+44 20 3829 5785,https://www.francomanca.co.uk/restaurants/earls-court/,unknown
"7, Kenway Road",japanese,51.4930041,-0.1935005,Mai Food,,+44 20 7835 0100,http://www.mai-food.com/,unknown
"110, Myddleton Road, London, N22 8NQ",pizza,51.6065406,-0.1184403,Espresso Pizza,,+44 20 8889 9477,,unknown
"136, Myddleton Road, London, N22 8NQ",pizza,51.6065693,-0.1195568,Pizza Man,,,,unknown
"136c, Myddleton Road, London, N22 8NQ",indian,51.6066626,-0.1195045,Mohammedi Indian Takeaway,,,,unknown
"12, Kenway Road",filipino,51.4929369,-0.1932811,Kamayan sa Earl's Court,,+44 20 7373 3840,https://www.kamayansaearlscourt.co.uk/,unknown
"10, Kenway Road",filipino,51.4929037,-0.1933287,Lutong Pinoy,,+44 20 7244 0007,https://www.lutongpinoyuk.com/,unknown
Address not available,italian,51.513737,-0.3069132,Pasta Remoli,,,,yes
"Longfield Avenue, London, W5 2TD",,51.5136381,-0.3056646,No. 17,,+44 20 8016 6845,https://www.no17dickensyard.co.uk/,yes
"Fortis Green, London, N2 9HP",asian,51.5908797,-0.1537565,bund,Th-Su 17:00-22:00,+44 20 8365 2643,https://bundrestaurant.co.uk,limited
Address not available,,51.5184305,-0.0790288,Street Greek,,,,unknown
"207, Earl's Court Road",mediterranean,51.4918134,-0.1922165,Cleopatra,Mo-Su 07:00-22:00,+44 20 3092 9124,https://cleopatrarestaurant.co.uk/,unknown
"73, Myddleton Road, London, N22 8LZ",greek,51.6063232,-0.1166191,Vrisaki,,+44 20 8889 8760,https://vrisakirestaurant.wpcomstaging.com/,unknown
Address not available,,51.518727,-0.0987578,Stem + Glory,,,,unknown
"34, High Street Colliers Wood, London, SW19 2AB",thai,51.4214804,-0.1751186,Thai Town,,+44 20 8286 3681,,unknown
"231, Earl's Court Road",,51.4898933,-0.19034,Steak & Oysters,,+44 20 7341 4529,,unknown
"242, Earl's Court Road",indian,51.4896932,-0.1897898,Flora Indica,,+44 20 7370 4450,https://flora-indica.com/,unknown
Address not available,,51.570534,-0.1480861,Turquiose Kitchen,,,,unknown
"61-63, Woodhouse Road, London, N12 9ET",mediterranean,51.6120879,-0.1724899,Blue Mediterranean,,+44 20 4541 7404,https://bluemediterraneanbistro.co.uk,unknown
"140, Gloucester Road",italian,51.4939606,-0.1824735,Olives Restaurant,,+44 20 7331 6308,https://www.millenniumhotels.com/en/london/the-baileys-hotel-london/olives-restaurant/,unknown
"49-53, New Road, London, E1 1HH",,51.5161469,-0.0623935,Sahara Grill,,,,unknown
"89-91, New Road, London, E1 1HH",,51.5171066,-0.0626402,The Italian Gelato Co,,,,unknown
"95, New Road, London, E1 1HH",,51.5171875,-0.0626617,Shalamar Kebab House,,,,unknown
"397, King's Road, London, SW10 0LR",pizza;italian,51.4829577,-0.1774091,Frantoio,,+44 20 7352 4146,https://frantoio.co.uk/,unknown
"417, King's Road, London, SW10 0LR",italian;fish_and_chips;steak_house,51.4826592,-0.1781601,Mona Lisa,,+44 20 7376 5447,https://mona-lisa.business.site/,unknown
"4-18, Harrington Gardens",,51.4938358,-0.1833867,South West 7,,+44 20 7331 6153,https://www.millenniumhotels.com/en/london/millennium-gloucester-hotel-london-kensington/south-west-7/,unknown
"140, Gloucester Road, London, SW7 4QH",,51.4936817,-0.1840529,Korean Grill Kensington,,,,unknown
"15b, Sayer Street, London, SE17 1FY",caribbean,51.4925644,-0.0971145,Tasty Jerk,Mo-Sa 12:00-22:00,+44 20 7358 5329,https://www.tastyjerk.co.uk/,unknown
"19, Sayer Street, London, SE17 1FY",japanese,51.4926151,-0.0971509,KOI Ramen Bar,,+44 7367 094962,https://www.koiramenbar.co.uk/,unknown
"174, Old Brompton Road, London, SW5 0BA",spanish,51.4909414,-0.1839263,Tendido Cero,,+44 20 7370 3685,http://www.cambiodetercio.co.uk/,unknown
"166, Old Brompton Road",indian,51.4909102,-0.1835732,Thali,,+44 20 7373 2626,,unknown
"152, Old Brompton Road, London, SW5 0BE",french,51.490875,-0.1827684,Margaux,,+44 20 7373 5753,https://barmargaux.co.uk/,unknown
"2a, Bina Gardens",indian,51.4910428,-0.1830055,Noor Jahan,,+44 20 7373 6522,http://www.noorjahanrestaurants.co.uk/,unknown
"105, Gloucester Road",lebanese,51.4938396,-0.1820164,Paramount Lebanese Kitchen,,+44 20 3917 1660,https://paramountfinefoods.com/menu-locations/kensington-london/#tab=location,unknown
"115, Gloucester Road",bistro,51.4935745,-0.1818593,Zack's,,+44 20 7373 2221,https://www.zacks.london/breakfastpizzapasta,unknown
Address not available,,51.5445123,-0.1413599,Crêpes à la carte,,,,unknown
"99A, Kentish Town Road, London",,51.5439501,-0.141741,Shanghai Express,,,,unknown
"68, Old Brompton Road",sushi,51.4929042,-0.1769375,Dozo,"Sa 12:00-23:00; Su 12:00-22:30; Mo-We 12:00-15:00,18:00-22:30;Th,Fr 12:00-15:00,18:00-23:00",+44 20 7225 0505,https://www.dozosushi.co.uk/,unknown
"58, Old Brompton Road",sushi,51.4930962,-0.1765534,The Sushi Co,,,,unknown
"22, Bute Street",pizza;italian,51.4937638,-0.1763561,Pizzetta,,+44 20 7584 9090,https://www.pizzettapizza.com/,unknown
"16, Bute Street",crepe,51.4936679,-0.1762518,Suzette,,,,unknown
"3, Harrington Road",indian,51.4940278,-0.1750798,Khan's of Kensington,,+44 20 7584 4114,https://www.khansofkensington.co.uk/,unknown
"5b, Harrington Road",lebanese,51.4940247,-0.1751817,Al Arez,,+44 20 3601 2341,,limited
"759, Romford Road, London, E12 5AW",,51.5517651,0.0498752,B2B Lounge,,,,unknown
"29, Bond Street",greek,51.5120072,-0.3056754,Tony's Pita,,+44 20 8566 5017,https://tonyspita.co.uk,yes
"15, Cromwell Place",,51.4944895,-0.1749867,La Trattoria by Alfredo Russo,,+44 20 7591 7613,https://www.starhotelscollezione.com/en/our-hotels/the-pelham-london/dining/la-trattoria.html,unknown
"10, Harrington Road",,51.4942304,-0.1757921,Apero Restaurant,"Mo-Fr 07:00-10:30,12:00-14:30, Sa,Su 07:00-11:00,11:30-15:00, Mo-Su 18:00-21:45",,https://ampersandhotel.com/eat-drink/apero/,unknown
"2, London Wall Place, London, EC2Y 5AU",,51.5178271,-0.0928201,Barbie Green,,,,unknown
"13, Montpelier Street",italian,51.4994498,-0.1660587,Montpeliano,,+44 20 7589 0032,http://montpelianorestaurant.com/,unknown
"142, Brompton Road",turkish,51.4985717,-0.16608,The Mantl,,+44 20 7584 6677,https://www.themantl.com/,unknown
"144, Clarence Road, London, E5 8DY",japanese,51.553693,-0.0559743,Uchi,"Mo,Th-Fr 18:00-22:00; Tu-We off; Sa 16:00-23:00; Su 13:00-22:00",+44 20 3302 4670,http://uchihackney.com/,unknown
"12, Chase Side, London, N14 5PA",turkish,51.6327805,-0.1279438,The Charcoal Grill,,+44 20 8886 0404,,unknown
"113, Elephant Road, London, SE17 1LB",latin_american,51.4940717,-0.0984532,Leños & Carbon,,+44 20 7407 8865,https://www.lenosycarbonuk.com/,unknown
"178, Victoria Park Road, London, E9 7HD",asian,51.5382218,-0.0439038,My Neighbours The Dumplings,,,https://www.myneighboursthedumplings.com/,unknown
"20, Chesham Place",italian,51.4973998,-0.1562498,il pampero,,+44 20 3189 4850,https://www.ilpampero.com/,unknown
"7, Pavilion Road",pizza,51.5005966,-0.1606657,Arco Knightsbridge,,+44 20 7235 3200,https://www.arcopizza.com/,unknown
Address not available,chinese,51.4997684,-0.1604309,Le Chinois Restaurant and Bar,,,,unknown
"9-15, Pavilion Road",italian,51.5004716,-0.160625,Sale E Pepe,,+44 20 7235 0098,https://www.saleepepe.co.uk/,unknown
"96, Mile End Road, London, E1 4UN",,51.5203951,-0.0522258,Dhaka Biryani,,,,unknown
"100, Mile End Road, London, E1 4UN",,51.5204368,-0.0520166,Biryani House,,,,unknown
"318-326, Hornsey Road, London, N7 7HE",pizza,51.5631285,-0.1178509,Jolene Hornsey Road,,020 3915 6760,https://bigjobakery.com,unknown
"156A, Seven Sisters Road",greek,51.5612922,-0.1125871,Aetos,,,,unknown
"134A, Seven Sisters Road",greek,51.5604406,-0.1143266,Apollo,,,,unknown
"132-132a, Seven Sisters Road",vietnamese,51.560361,-0.114461,Round Square,,,,unknown
"150, Seven Sisters Road",sushi,51.561113,-0.1130375,Hana Sushi,Tu-Sa 11:00-15:00; Tu-Sa 17:30-22:30; Su 17:30-22:00,+44 20 7281 2226,https://hanasushi.net/,unknown
"152, Seven Sisters Road",ethiopian,51.561141,-0.1129753,Meskerem,,,,unknown
Address not available,korean,51.5611737,-0.1129115,Mukkebi,,,https://mukkebi.co.uk/,unknown
"6, Hans Road",italian,51.4988503,-0.1640751,Zia Teresa,,+44 20 7589 7634,https://www.ziateresa.co.uk/,unknown
"2-3, Beauchamp Place",lebanese,51.4980381,-0.1655815,LayaLina,,+44 20 7581 4296,https://www.layalina.co.uk/,unknown
"9, Beauchamp Place",thai,51.4978726,-0.1652066,Patara,,+44 20 7581 8820,http://www.pataralondon.com/,unknown
"30, Beauchamp Place",chinese,51.4973106,-0.1639107,Hot May Pot Pot,,+44 20 3637 6666,https://www.hotmay.co.uk/,unknown
"1, Tooting High Street, London, SW17 0SN",pakistani;curry,51.4295571,-0.1661713,Lahore Karahi,Mo-Su 11:00-24:00,+44 20 8767 2477,https://www.lahorekarahi.co.uk,yes
"9, Seymour Street, London, W1H 7BA",mexican,51.5147945,-0.1575328,KOL,"Mo off; Tu 17:00-22:00; We-Sa 12:00-14:30, 17:00-22:00; Su 12:00-18:30",+44 20 3829 6888,https://kolrestaurant.com/,unknown
"2, King John Court, London, EC2A 3EZ",portuguese,51.5244204,-0.0787771,Casa do Frango,,+44 20 7654 3020,https://www.casadofrango.co.uk/,unknown
"31, Beauchamp Place",japanese,51.4971672,-0.1640788,Chisou,,+44 20 3155 0005,https://www.chisourestaurant.com/,unknown
"31, Beauchamp Place",sushi,51.4971237,-0.1641208,Kaké,,+44 20 7581 5257,https://www.kakesw3.com/,unknown
"46, Beauchamp Place",russian,51.4975605,-0.1649647,Borshtch n Tears,,+44 20 7589 5003,https://www.borshtchntears.com/,unknown
"51, Beauchamp Place",pizza,51.4977001,-0.1652999,Ciro's Pizza Pomodoro,,+44 20 7589 1278,,unknown
"120, Kingsland Road, London, E2 8DP",vietnamese,51.5303652,-0.0769981,Sen Viet,Mo-Fr 12:00-15:30; Sa 17:00-23:00; Su 12:00-22:00,,,unknown
"Stour Road, London, E3 2NT",seafood,51.5393605,-0.0213169,Forman's Deli,,,,unknown
"6-8, Yeoman's Row",italian,51.497152,-0.1668358,Giovanni,,+44 20 7591 0210,https://www.giovannilondon.com/,unknown
"215, Brompton Road",,51.497303,-0.1676476,My & Sanne,,+44 20 7584 3369,,unknown
"3-4, Park Close",,51.5020808,-0.1629323,Osteria Romana,,,,unknown
"377 - 379, North End Road, London, SW6 1NP",caribbean,51.483499,-0.2011993,Jamminz Caribbean,,,,unknown
Address not available,european,51.4811264,-0.1891996,55 Restaurant,,,,unknown
"95, Lower Clapton Road, London, E5 0NP",asian,51.5518416,-0.0523048,Lucky & Joy,Tu 17:30-22:00; We-Sa 12:00-15:00; We-Sa 17:30-22:00,+44 20 8617 8100,https://luckyandjoy.co.uk/,unknown
"102, Old Street, London",japanese,51.5246928,-0.0934388,Monohon Ramen,Mo-Fr 12:00-14:30; Mo-Fr 18:00-21:30; Sa 18:00-21:30,,http://monohonramen.com,unknown
"159, Odessa Road, London, E7 9DU",indian,51.5532038,0.0167986,Unnamed Restaurant,,,,unknown
Lennox Gardens Mews,japanese,51.4960742,-0.1643646,Dinings SW3,,+44 20 7723 0666,https://dinings.co.uk/sw3/,unknown
"250, Camden High Street, London, NW1 8QS",,51.541341,-0.1447673,My Fair Lady floating restaurant,,,https://www.walkersquay.com/,unknown
"129a, Pritchard's Road, London, E2 9AP",,51.5354032,-0.062727,Sune,"We-Th 17:30-22:00; Fr-Sa 12:00-14:30,17:30-22:00; Su-Tu off",,https://www.sune.restaurant/,unknown
"103-105, Walton Street",,51.4940687,-0.167695,Zefi,,+44 20 7052 9333,https://jakslondon.com/zefi-walton-street,unknown
"100, Draycott Avenue",portuguese,51.4935293,-0.1673621,Volta Do Mar,Tu-Sa 12:00-22:00; Su 12:00-18:00,+44 20 3051 2352,https://www.voltadomar.co.uk/,unknown
Address not available,italian,51.4934683,-0.1671797,Mozzasando,Mo-Fr 08:00-23:00; Sa 09:00-23:00; Su 09:00-22:00,,,unknown
"511, Kingsland Road",vietnamese,51.5452243,-0.0760934,BúnBúnBún,,,http://www.bunbunbun.co/,unknown
"85, Sloane Avenue",japanese,51.4926621,-0.1670436,Tokyo Sukiyaki Tei,,+44 20 7581 1539,https://www.tokyosukiyakitei.com/,unknown
"37, Thurloe Place",italian,51.4951082,-0.1740376,Pierino,Mo-Su 12:00-22:00,+44 20 7581 3770,https://pierinorestaurant.com/,yes
"39, Thurloe Place",burger,51.4951895,-0.1738373,Big Fernand,,,,unknown
"3, Cromwell Road",,51.4955622,-0.1739383,Bocca Lounge,,,,unknown
"Gillett Street, London, N16 8JH",,51.5491626,-0.0768781,Jones & Sons,,+44 20 7241 1211,https://jonesandsonsdalston.com/,unknown
"15-17, Exhibition Road, London, SW7 2HE",,51.4949983,-0.1737042,Lina Stores,,,,unknown
"7-9, Exhibition Road, London, SW7 2HE",spanish;tapas,51.4948505,-0.1736858,Casa Brindisa,,+44 20 7590 0008,https://www.brindisakitchens.com/restaurant/tapas-brindisa-south-kensington/,yes
"24, Thurloe Street, London, SW7 2LT",burger,51.4943995,-0.1735933,Honest Burgers,,+44 20 3019 6440,https://www.honestburgers.co.uk/locations/south-kensington/,unknown
"20, Thurloe Street",,51.4944325,-0.1734277,Daquise,,+44 20 7589 6117,https://daquise.co.uk/,unknown
"260-262, Brompton Road",french,51.4941448,-0.1690375,Aubaine,,+44 20 7052 0100,https://aubaine.co.uk/our-restaurants/brompton-road/,yes
"264, Brompton Road",,51.4940456,-0.1690508,Restaurant Ours,,+44 20 7100 2200,https://www.restaurant-ours.com/,unknown
"1-7, Old Brompton Road",italian,51.4934443,-0.1738347,Carluccio's,,+44 20 7581 8101,https://www.carluccios.com/caffes/south-kensington,unknown
"55, Old Brompton Road",lebanese,51.4930827,-0.1761039,Faraya,,+44 020 8616 0170,,unknown
"73, Old Brompton Road",italian,51.4928295,-0.1766075,Rocca,,+44 20 7225 3413,https://www.roccarestaurants.com/south_ken.htm,unknown
"93-95, Old Brompton Road",burger,51.4924911,-0.177209,Byron,,+44 20 7581 6460,https://www.byron.co.uk/,unknown
"56, Goldsmith Road, London, SE15 5TN",,51.4755199,-0.065227,Naifs,,+44 20 3490 2422,,unknown
"74, Salusbury Road",sushi,51.5369257,-0.2064941,Michiko Sushino,,,,unknown
"154, Fulham Road",italian,51.4867573,-0.1797654,Orecchino,,+44 20 7835 1191,http://orecchinoitalian.com/,unknown
Address not available,pizza,51.5234933,-0.1277999,Bloomsbury Pizza Cafe,,,,unknown
"194, Fulham Road",italian,51.4860633,-0.1810355,Aglio e Olio,,+44 20 7351 0070,http://aglioeolio.co.uk/,unknown
"204, Fulham Road",japanese,51.4858178,-0.1814476,Yumenoki,,+44 20 7351 2777,https://yumenoki-fulhamroad.co.uk/,unknown
"2, Hollywood Road",italian,51.4859107,-0.1842976,La mia Mamma,,+44 20 7352 8484,https://www.lamiamamma.co.uk/,unknown
"4, Hollywood Road",italian,51.4859473,-0.1843577,il trillo,,+44 20 3602 1759,https://www.iltrillo.net/,unknown
"6, Hollywood Road",french,51.4859836,-0.1844152,Bandol,,+44 20 7351 1322,https://barbandol.co.uk/,unknown
"14, Hollywood Road",italian,51.4861367,-0.1846662,Stecca,,+44 20 7460 2322,https://stecca.co.uk/,unknown
"246, Fulham Road",thai,51.4849401,-0.1830601,Rosa's Thai Cafe,,+44 20 3773 8384,https://www.rosasthaicafe.com/,unknown
"2, Fife Road, Kingston upon Thames, KT1 1SW",turkish,51.4120906,-0.3012091,Cappadocia,,+44 20 8549 6228,https://www.cappadociarestaurant.co.uk,unknown
"253, Old Brompton Road",italian,51.4891199,-0.1910153,La Pappardella,,+44 20 7373 7777,https://la-pappardella.com/,unknown
"241, Old Brompton Road",lebanese,51.4892922,-0.1905729,Meejana,,+44 20 7835 0050,https://www.meejana.co.uk/kensington/,unknown
"275, Old Brompton Road",,51.4887062,-0.1920703,The Gojk,,+44 20 7373 1384,,unknown
"203, Mile End Road, London, E1 4AA",,51.522128,-0.0458128,Di Stefano,,,,unknown
"151, Homerton High Street, London, E9 6AS",asian,51.5488337,-0.0405332,Karamay,Tu-Fr 12:00-15:00; Tu-Fr 17:00-23:00; Tu-Fr 12:00-15:00; Sa-Su 13:00-23:00,,,unknown
